Temperature,Biting_rate
10.0,0.001092328616601801
10.64102564102564,-0.0013224276033727556
11.282051282051283,0.002200721213933221
11.923076923076923,0.00991778958202616
12.564102564102564,0.020419645590967317
13.205128205128204,0.032594056554240414
13.846153846153847,0.04558963972001839
14.487179487179487,0.05878171804692167
15.128205128205128,0.07174008104418306
15.76923076923077,0.08419865067623933
16.41025641025641,0.09602705233183872
17.05128205128205,0.10720409085747473
17.692307692307693,0.11779313165536864
18.333333333333336,0.12791938684581172
18.974358974358974,0.1377491064940024
19.615384615384617,0.14747067490127153
20.256410256410255,0.1572776119608399
20.897435897435898,0.16735347957786662
21.53846153846154,0.1778586931541084
22.179487179487182,0.18891923813684963
22.82051282051282,0.20061729163246111
23.461538461538463,0.21298374908423323
24.102564102564102,0.22599265601468854
24.743589743589745,0.23955754483240632
25.384615384615387,0.25352967670324
26.025641025641026,0.2676981884859466
26.666666666666668,0.2817921447322971
27.30769230769231,0.2954844947516273
27.94871794871795,0.3083979347397814
28.58974358974359,0.32011267497254003
29.230769230769234,0.33017611206357866
29.871794871794872,0.33811440628655154
30.512820512820515,0.343445963962024
31.153846153846157,0.34569682490866693
31.794871794871796,0.3444179549585349
32.43589743589744,0.3392044435376844
33.07692307692308,0.3297166063101806
33.717948717948715,0.31570299288728476
34.358974358974365,0.297025299600826
35.0,0.27368518734090186
